XM_026971221.1	LOC105288151
XM_026974150.1	LOC105277751
XM_026974330.1	LOC105277752
XM_011336346.3	LOC105277750
XM_026974331.1	LOC105277747
XM_011336344.3	LOC105277746
XM_011336338.2	LOC105277743
XM_011336340.3	LOC105277744
XM_011336343.3	LOC105277745
XM_026974048.1	LOC105287395
XM_011352940.2	LOC105287394
XM_011336336.3	LOC105277742
XM_011336334.3	LOC105277741
XM_026974200.1	LOC105277740
XM_011336331.2	LOC105277738
XM_011336324.3	LOC105277737
XM_011336323.3	LOC105277736
XM_011341132.3	LOC105280525
XM_011341134.3	LOC105280527
XM_011341137.3	LOC105280529
XM_011341139.3	LOC105280530
XM_026974355.1	LOC105280533
XM_011341148.3	LOC105280536
XM_020032045.1	LOC105280535
XM_011341146.3	LOC105280534
XM_011341153.1	LOC105280538
XM_026974337.1	LOC113563132
XM_011341150.3	LOC105280537
XM_011341156.3	LOC105280541
XM_011341159.3	LOC105280543
XM_026974457.1	LOC105280544
XM_020032037.2	LOC105280546
XM_011347459.3	LOC105284153
XM_026974186.1	LOC105284155
XM_011347463.3	LOC105284156
XM_011347464.2	LOC105284157
XM_020033245.2	LOC105284158
XM_011347470.3	LOC105284159
XM_011347477.3	LOC105284162
XM_026974193.1	LOC105284161
XM_011347472.3	LOC105284160
XM_020033244.2	LOC105284164
XM_026974188.1	LOC105284167
XM_011347485.3	LOC105284165
XM_011347492.3	LOC105284170
XM_011347490.3	LOC105284168
XM_011347494.3	LOC105284171
XM_011347497.3	LOC105284172
XM_026974131.1	LOC105284173
XM_011347499.2	LOC105284174
XM_026974338.1	LOC105284175
XM_011347502.3	LOC105284176
XM_011347508.3	LOC105284179
XM_011347507.3	LOC105284177
XM_011347512.3	LOC105284184
XM_011347511.3	LOC105284181
XM_011347510.2	LOC105284180
XM_011347514.3	LOC105284186
XM_011347513.2	LOC105284185
XM_011347516.2	LOC105284187
XM_011347518.3	LOC105284188
XM_011347519.3	LOC105284189
XM_011347522.3	LOC105284191
XM_011347521.3	LOC105284190
XM_011347523.2	LOC105284193
XM_011347524.3	LOC105284194
XM_011347530.2	LOC105284195
XM_011347533.3	LOC105284196
XM_011347538.3	LOC105284198
XM_011347539.2	LOC105284199
XM_011347545.3	LOC105284202
XM_011347544.3	LOC105284201
XM_011347543.3	LOC105284200
XM_011347546.3	LOC105284203
XM_011347548.3	LOC105284204
XM_011347549.3	LOC105284205
XM_011347550.2	LOC105284206
XM_011347551.3	LOC105284207
XM_011347552.3	LOC105284208
XM_011347558.3	LOC105284211
XM_011347553.3	LOC105284210
XM_011347559.3	LOC105284212
XM_011347563.3	LOC105284214
XM_011347562.3	LOC105284213
XM_011347567.3	LOC105284215
XM_011347568.3	LOC105284216
XM_011347569.3	LOC105284217
XM_011347570.3	LOC105284218
XM_011347571.3	LOC105284220
XM_011347574.3	LOC105284223
XM_011347573.3	LOC105284221
XM_011347585.3	LOC105284233
XM_011347583.2	LOC105284231
XM_020033258.2	LOC105284230
XM_020033250.2	LOC105284227
XM_011347576.3	LOC105284225
XM_011347575.3	LOC105284224
XM_011347586.2	LOC105284234
XM_011347590.2	LOC105284235
XM_011347595.3	LOC105284236
XM_011347600.3	LOC105284239
XM_011347596.3	LOC105284238
XM_011347603.3	LOC105284242
XM_011347601.3	LOC105284240
XM_011347612.3	LOC105284248
XM_011347609.3	LOC105284246
XM_011347608.3	LOC105284245
XM_011347605.3	LOC105284243
XM_011347616.2	LOC105284250
XM_011347615.3	LOC105284249
XM_011347617.2	LOC105284253
XM_026974134.1	LOC113563073
XM_026974287.1	LOC113563115
XM_011347619.3	LOC105284255
XM_020033228.2	LOC105284257
XM_011347621.2	LOC105284256
XM_026974054.1	LOC105284259
XM_020033234.2	LOC109611294
XM_011347624.3	LOC105284260
XM_011347626.3	LOC105284261
XM_026974053.1	LOC105284262
XM_026974074.1	LOC105284263
XM_026974077.1	LOC105284264
XM_011347633.2	LOC105284265
XM_011347641.3	LOC105284270
XM_011347639.3	LOC105284269
XM_026974467.1	LOC105284268
XM_020033251.2	LOC105284266
XM_011347642.3	LOC105284271
XM_011347644.3	LOC105284273
XM_011347645.3	LOC105284276
XM_020033235.2	LOC105284277
XM_011347648.2	LOC105284278
XM_026974172.1	LOC105284287
XM_011347656.3	LOC105284285
XM_020033230.2	LOC105284295
XM_011347654.3	LOC105284282
XM_011347651.3	LOC105284281
XM_011347650.3	LOC105284279
XM_020033238.2	LOC105284296
XM_011347691.2	LOC105284297
XM_011347683.3	LOC105284291
XM_020033231.2	LOC105284298
XM_026974175.1	LOC105284289
XM_011343426.3	LOC105281881
XM_026974339.1	LOC105281883
XM_011343411.3	LOC105281873
XM_011343412.3	LOC105281875
XM_011343413.3	LOC105281876
XM_026974340.1	LOC105281877
XM_026974341.1	LOC105281878
XM_026974404.1	LOC105282258
XM_020032618.2	LOC109611155
XM_011344107.3	LOC105282250
XM_026974405.1	LOC105282257
XM_011344108.3	LOC105282252
XM_020032612.2	LOC105282256
XM_011344113.2	LOC105282255
XM_011344098.3	LOC105282244
XM_011344099.3	LOC105282245
XM_026974407.1	LOC105282246
XM_026974403.1	LOC105282249
XM_011344097.3	LOC105282243
XM_011344096.2	LOC105282241
XM_011344092.3	LOC105282240
XM_011344089.3	LOC105282238
XM_026974384.1	LOC105282237
XM_011344086.3	LOC105282235
XM_011344087.2	LOC105282236
XM_011344077.3	LOC105282233
XM_011344076.1	LOC105282232
XM_011344079.3	LOC105282234
XM_026974247.1	LOC105282229
XM_011344032.2	LOC105282227
XM_026974204.1	LOC105282222
XM_020032626.2	LOC105282224
XM_011344022.3	LOC105282221
XM_011344021.3	LOC105282220
XM_011344006.2	LOC105282215
XM_011344008.3	LOC105282217
XM_011344010.2	LOC105282218
XM_011344014.3	LOC105282219
XM_026974294.1	LOC105282210
XM_011344002.3	LOC105282211
XM_026974293.1	LOC113563117
XM_011344003.3	LOC105282213
XM_011344004.2	LOC105282214
XM_011343999.3	LOC105282209
XM_011343996.3	LOC105282208
XM_011343990.3	LOC105282206
XM_026974292.1	LOC105282205
XM_011343979.3	LOC105282202
XM_011352514.3	LOC105287094
XM_011352518.3	LOC105287095
XM_026974342.1	LOC113563133
XM_026973988.1	LOC105287099
XM_020034250.2	LOC105287098
XM_011352521.3	LOC105287097
XM_020034248.2	LOC105287100
XM_011352528.2	LOC105287101
XM_011352530.3	LOC105287103
XM_011352529.2	LOC105287102
XM_011352531.3	LOC105287104
XM_026974281.1	LOC105287107
XM_011352533.3	LOC105287105
XM_011352542.2	LOC105287109
XM_011352543.3	LOC105287110
XM_011352544.3	LOC105287111
XM_026974343.1	LOC105280232
XM_026974102.1	LOC105287267
XM_011349605.2	LOC105285416
XM_011349604.3	LOC105285415
XM_020033624.2	LOC105285417
XM_011349624.3	LOC105285425
XM_011349623.3	LOC105285424
XM_026974277.1	LOC105285423
XM_020033635.2	LOC105285422
XM_026974275.1	LOC113563111
XM_026974301.1	LOC105285419
XM_011349616.3	LOC105285418
XM_011349626.3	LOC105285427
XM_011349627.3	LOC105285428
XM_011349631.3	LOC105285430
XM_020033636.2	LOC105285429
XM_011349633.3	LOC105285431
XM_011349634.3	LOC105285432
XM_011349635.3	LOC105285433
XM_026973999.1	LOC113563008
XM_026974003.1	LOC113563010
XM_026973992.1	LOC105281448
XM_026974001.1	LOC113563009
XM_026973993.1	LOC113563007
XM_011342692.3	LOC105281443
XM_011342693.3	LOC105281444
XM_011342694.3	LOC105281445
XM_026974197.1	LOC113563088
XM_011341606.3	LOC105280797
XM_011341605.3	LOC105280796
XM_011351379.3	LOC105286428
XM_026974344.1	LOC105280695
XM_026974166.1	LOC113563082
XM_026974418.1	LOC105280692
XM_011341409.3	LOC105280691
XM_011341403.2	LOC105280689
XM_011341402.3	LOC105280688
XM_011341401.3	LOC105280687
XM_011341400.3	LOC105280686
XM_011341399.3	LOC105280685
XM_011341392.3	LOC105280682
XM_011341397.3	LOC105280684
XM_011341389.3	LOC105280680
XM_020032091.2	LOC105280681
XM_011341388.3	LOC105280679
XM_011346046.3	LOC105283359
XM_011346048.3	LOC105283360
XM_026974098.1	LOC113563061
XM_026974346.1	LOC105283361
XM_026974347.1	LOC113563135
XM_026974162.1	LOC105279429
XM_026974348.1	LOC113563136
XM_026974349.1	LOC105279553
XM_011339243.2	LOC105279452
XM_011339289.2	LOC105279459
XM_011339301.3	LOC105279485
XM_026974350.1	LOC105279561
XM_026973973.1	LOC105279524
XM_026973975.1	LOC113563002
XM_026973974.1	LOC105279509
XM_026973977.1	LOC113563005
XM_011339376.3	LOC105279528
XM_011339393.3	LOC105279537
XM_026973976.1	LOC113563004
XM_011339483.1	LOC105279604
XM_026974351.1	LOC113563137
XM_026974352.1	LOC113563138
XM_026974094.1	LOC113563058
XM_026974268.1	LOC113563108
XM_011347770.2	LOC105284360
XM_026974447.1	LOC105283053
XM_026974452.1	LOC113563162
XM_026974449.1	LOC113563160
XM_026974445.1	LOC113563156
XM_026974451.1	LOC113563161
XM_026974093.1	LOC113563057
XM_026974353.1	LOC113563139
XM_026974357.1	LOC113563140
XM_011338885.2	LOC105279241
XM_026974358.1	LOC113563141
XM_026974078.1	LOC105282194
XM_011343975.1	LOC105282197
XM_026974359.1	LOC113563142
XM_026974264.1	LOC105282198
XM_026974360.1	LOC113563143
XM_026974361.1	LOC113563144
XM_026974132.1	LOC113563072
XM_020033275.1	LOC109611302
XM_011347748.1	LOC105284345
XM_026974388.1	LOC113563145
XM_026974389.1	LOC113563146
XM_026974390.1	LOC113563147
XM_026974391.1	LOC113563148
XM_026974392.1	LOC113563149
XM_026974004.1	LOC113563012
XM_011350387.2	LOC105285857
XM_026974005.1	LOC113563013
XM_011347705.2	LOC105284310
XM_026974006.1	LOC113563015
XM_026974007.1	LOC113563016
XM_026974210.1	LOC113563095
XM_026974008.1	LOC113563017
XM_026974009.1	LOC113563018
XM_026974010.1	LOC113563019
XM_026974286.1	LOC113563114
XM_020033264.2	LOC105284304
XM_026974011.1	LOC113563020
XM_026974079.1	LOC113563050
XM_026974080.1	LOC113563051
XM_026974012.1	LOC113563021
XM_026974219.1	LOC105284307
XM_026974221.1	LOC113563098
XM_011352073.1	LOC105286833
XM_026974226.1	LOC105285476
XM_011349708.1	LOC105285475
XM_026974081.1	LOC105275082
XM_026974086.1	LOC113563053
XM_026974087.1	LOC113563054
XM_026974085.1	LOC105283860
XM_011346962.3	LOC105283859
XM_026974084.1	LOC113563052
XM_026974097.1	LOC113563060
XM_011351551.3	LOC105286538
XM_026974013.1	LOC113563022
XM_026974224.1	LOC113563101
XM_026974223.1	LOC113563100
XM_011338979.2	LOC105279305
XM_026974227.1	LOC113563103
XM_026974152.1	LOC113563077
XM_011339022.2	LOC105279342
XM_011339035.2	LOC105279349
XM_020031643.2	LOC105279357
XM_020031650.2	LOC105279363
XM_026974014.1	LOC113563023
XM_011339121.1	LOC105279383
XM_020031663.2	LOC105279393
XM_026974135.1	LOC113563074
XM_011339178.2	LOC105279411
XM_026974015.1	LOC113563024
XM_026974260.1	LOC105283779
XM_026974296.1	LOC113563118
XM_026974016.1	LOC113563025
XM_026974017.1	LOC113563026
XM_026974018.1	LOC105284839
XM_026974209.1	LOC113563093
XM_026974019.1	LOC113563027
XM_026974095.1	LOC105284837
XM_026974020.1	LOC113563028
XM_026974021.1	LOC113563029
XM_020031506.2	LOC105278977
XM_011338436.2	LOC105278979
XM_026974022.1	LOC105282749
XM_026974278.1	LOC105288001
XM_026974280.1	LOC113563113
XM_026974023.1	LOC113563032
XM_026974180.1	LOC113563087
XM_026974165.1	LOC113563081
XM_020034454.2	LOC105287999
XM_026974063.1	LOC113563049
XM_026974096.1	LOC105282728
XM_026974101.1	LOC113563062
XM_011344954.3	LOC105282730
XM_026974099.1	LOC105282737
XM_026974421.1	LOC105282738
XM_011344956.3	LOC105282732
XM_011344957.3	LOC105282733
XM_011344960.3	LOC105282735
XM_026974130.1	LOC105287354
XM_011337089.3	LOC105278195
XM_026974207.1	LOC105278185
XM_026974163.1	LOC105285171
XM_026974025.1	LOC113563034
XM_026974263.1	LOC105284032
XM_011350510.2	LOC105285938
XM_026974026.1	LOC105274440
XM_011349046.2	LOC105285091
XM_026974027.1	LOC113563035
XM_011340858.2	LOC105280358
XM_026974198.1	LOC113563089
XM_011350696.2	LOC105286056
XM_011350695.2	LOC105286055
XM_026974028.1	LOC113563036
XM_026974029.1	LOC113563037
XM_011346589.2	LOC105283657
XM_011352503.3	LOC105287084
XM_026974030.1	LOC113563038
XM_026974031.1	LOC105285090
XM_026974032.1	LOC113563039
XM_026974033.1	LOC113563040
XM_026974034.1	LOC105279418
XM_026974035.1	LOC113563041
XM_026974036.1	LOC105286606
XM_026974037.1	LOC113563042
XM_026974038.1	LOC113563043
XM_026974039.1	LOC113563044
XM_026974040.1	LOC105283658
XM_026974179.1	LOC113563086
XM_026974170.1	LOC105287200
XM_026974641.1	LOC105285107
XM_026974569.1	LOC105285110
XM_026974593.1	LOC105285792
XM_011343398.3	LOC105281865
XM_026974568.1	LOC113563216
XM_011340497.2	LOC105280185
XM_011341266.3	LOC105280611
XM_026974606.1	LOC105287313
XM_026974681.1	LOC105287266
XM_026974549.1	LOC105287377
XM_026974546.1	LOC105287211
XM_026974547.1	LOC105287214
XM_011352721.3	LOC105287210
XM_026974670.1	LOC105287401
XM_026974623.1	LOC105287412
XM_011350271.3	LOC105285791
XM_020033784.2	LOC109611390
XM_026974632.1	LOC105284028
XM_026974567.1	LOC105284026
XM_020033786.2	LOC105285794
XM_011350275.3	LOC105285797
XM_026974482.1	LOC113563177
XM_026974682.1	LOC113563273
XM_026974683.1	LOC105287045
XM_026974645.1	LOC105287071
XM_026974684.1	LOC105287386
XM_026974646.1	LOC105286556
XM_026974648.1	LOC113563253
XM_011349455.3	LOC105285315
XM_011349454.1	LOC105285314
XM_026974647.1	LOC105285316
XM_026974658.1	LOC113561441
XM_026974510.1	LOC105283948
XM_026974504.1	LOC105283950
XM_026974509.1	LOC113563192
XM_026974603.1	LOC105283527
XM_026974685.1	LOC113563276
XM_026974686.1	LOC109611277
XM_026974674.1	LOC113563268
XM_011347090.2	LOC105283944
XM_011347085.3	LOC105283942
XM_011347084.3	LOC105283941
XM_011347083.3	LOC105283940
XM_011347082.3	LOC105283939
XM_011347077.3	LOC105283937
XM_011347080.3	LOC105283938
XM_026974778.1	LOC105283935
XM_026974779.1	LOC113563309
XM_026974780.1	LOC113563310
XM_026974773.1	LOC113563307
XM_026974533.1	LOC105283934
XM_011347069.3	LOC105283932
XM_011347068.3	LOC105283930
XM_011347059.3	LOC105283928
XM_026974728.1	LOC113563301
XM_026974727.1	LOC113563300
XM_011347058.3	LOC105283927
XM_026974597.1	LOC105283925
XM_026974725.1	LOC105286400
XM_011351338.3	LOC105286399
XM_011351337.3	LOC105286398
XM_011351335.3	LOC105286397
XM_011351333.3	LOC105286395
XM_011351332.2	LOC105286393
XM_011351328.3	LOC105286390
XM_026974560.1	LOC105280047
XM_020033983.2	LOC105286392
XM_011340221.3	LOC105280046
XM_011340220.3	LOC105280045
XM_011340215.2	LOC105280043
XM_011340213.3	LOC105280042
XM_011340212.3	LOC105280041
XM_011340209.3	LOC105280039
XM_011340211.3	LOC105280040
XM_011340208.3	LOC105280038
XM_011340204.3	LOC105280036
XM_020031855.2	LOC105280035
XM_011340199.2	LOC105280034
XM_026974621.1	LOC105280033
XM_011340195.3	LOC105280030
XM_011340197.3	LOC105280031
XM_011340194.2	LOC105280029
XM_026974618.1	LOC105280049
XM_011340193.3	LOC105280027
XM_026974617.1	LOC105283874
XM_011346996.3	LOC105283876
XM_026974615.1	LOC105283875
XM_026974687.1	LOC105283878
XM_011346998.3	LOC105283877
XM_011347006.3	LOC105283881
XM_026974688.1	LOC105279598
XM_026974689.1	LOC113563278
XM_026974622.1	LOC113563244
XM_011339463.2	LOC105279592
XM_026974690.1	LOC105279590
XM_026974514.1	LOC105279582
XM_011339453.2	LOC105279586
XM_020031729.2	LOC105279585
XM_026974515.1	LOC105279584
XM_011339456.3	LOC105279588
XM_026974537.1	LOC105279587
XM_011339457.3	LOC105279589
XM_011339460.3	LOC105279591
XM_011347015.3	LOC105283886
XM_020033154.2	LOC105283889
XM_011347014.3	LOC105283885
XM_026974491.1	LOC113563185
XM_020033144.2	LOC105283888
XM_026974492.1	LOC105283887
XM_011347012.3	LOC105283883
XM_020033143.2	LOC105283882
XM_026974691.1	LOC105286000
XM_011350605.3	LOC105286001
XM_026974692.1	LOC105286004
XM_026974596.1	LOC113563231
XM_011335510.2	LOC105277264
XM_011349557.3	LOC105285391
XM_011349559.3	LOC105285392
XM_011349560.3	LOC105285393
XM_020033619.2	LOC105285395
XM_011349562.3	LOC105285394
XM_011349567.2	LOC105285397
XM_011349566.3	LOC105285396
XM_011349568.1	LOC105285398
XM_011349554.3	LOC105285388
XM_011349555.3	LOC105285389
XM_011349544.3	LOC105285387
XM_011339466.3	LOC105279594
XM_011339468.3	LOC105279596
XM_011339469.3	LOC105279597
XM_026974497.1	LOC105279593
XM_026974565.1	LOC105283890
XM_026974564.1	LOC105279581
XM_026974693.1	LOC113563282
XM_026974662.1	LOC113563261
XM_026974651.1	LOC105285561
XM_011349821.3	LOC105285562
XM_026974664.1	LOC105285563
XM_011350625.3	LOC105286016
XM_026974563.1	LOC113563212
XM_026974694.1	LOC113563283
XM_026974695.1	LOC113563284
XM_026974562.1	LOC113563211
XM_026974652.1	LOC113563258
XM_026974536.1	LOC105285949
XM_026974534.1	LOC105285615
XM_020033691.2	LOC105285612
XM_026974653.1	LOC113563259
XM_026974696.1	LOC105284035
XM_020033830.2	LOC105285950
XM_026974629.1	LOC113561408
XM_026974613.1	LOC113563243
XM_026974612.1	LOC113563242
XM_026974650.1	LOC113563255
XM_026974698.1	LOC113563285
XM_026974494.1	LOC105283947
XM_011347101.3	LOC105283951
XM_011352549.2	LOC105287117
XM_026974699.1	LOC105285874
XM_026974627.1	LOC109611398
XM_026974633.1	LOC113563247
XM_026974636.1	LOC113563250
XM_026974635.1	LOC113563249
XM_026974634.1	LOC113563248
XM_026974700.1	LOC113563286
XM_026974701.1	LOC113563287
XM_026974702.1	LOC105277934
XM_026974577.1	LOC105280228
XM_026974578.1	LOC105278936
XM_011338414.2	LOC105278946
XM_011343583.2	LOC105281976
XM_026974703.1	LOC113563289
XM_026974704.1	LOC105279223
XM_026974705.1	LOC113563290
XM_026974713.1	LOC105282745
XM_011344969.1	LOC105282743
XM_026974715.1	LOC113563291
XM_026974663.1	LOC113563263
XM_026974716.1	LOC113563292
XM_026974718.1	LOC105282259
XM_026974719.1	LOC113563293
XM_026974720.1	LOC113563294
XM_026974642.1	LOC113563251
XM_026974673.1	LOC113563267
XM_011342739.1	LOC105281487
XM_011342738.1	LOC105281486
XM_011342737.1	LOC105281485
XM_026974644.1	LOC109611167
XM_026974496.1	LOC113563189
XM_026974723.1	LOC113563298
XM_026974724.1	LOC113563299
XM_011352280.2	LOC105286956
XM_026974517.1	LOC113563195
XM_011330989.2	LOC105274441
XM_026974518.1	LOC105279648
XM_011353578.2	LOC105287561
XM_026974519.1	LOC113563197
XM_026974571.1	LOC113563217
XM_026974570.1	LOC105280843
XM_011352496.3	LOC105287079
XM_026974541.1	LOC105287406
XM_011341768.3	LOC105280900
XM_011341765.3	LOC105280897
XM_026974485.1	LOC105280896
XM_026974486.1	LOC105280892
XM_026974488.1	LOC113561449
XM_011337835.3	LOC105278627
XM_026974582.1	LOC113563224
XM_026974585.1	LOC113563225
XM_011349577.3	LOC105285404
XM_026974737.1	LOC105285409
XM_026974733.1	LOC105285407
XM_026974520.1	LOC113563199
XM_026974521.1	LOC113563200
XM_026974736.1	LOC105285406
XM_026974493.1	LOC113563186
XM_011349592.2	LOC105285410
XM_011349595.3	LOC105285413
XM_026974522.1	LOC105281898
XM_026974552.1	LOC105286983
XM_026974557.1	LOC113563210
XM_026974555.1	LOC113563209
XM_011349601.3	LOC105285414
XM_011349519.3	LOC105285362
XM_026974678.1	LOC113563271
XM_026974679.1	LOC113561404
XM_026974677.1	LOC105281902
XM_026974676.1	LOC113563270
XM_026974523.1	LOC105281903
XM_026974680.1	LOC105281906
XM_026974524.1	LOC105281901
XM_011343454.3	LOC105281899
XM_026974783.1	LOC113563312
XM_026974479.1	LOC113563174
XM_011348665.3	LOC105284858
XM_026974481.1	LOC113563176
XM_011333159.3	LOC105275939
XM_026974782.1	LOC113563311
XM_011352695.3	LOC105287193
XM_026974478.1	LOC113563173
XM_026974480.1	LOC113563175
XM_011350698.3	LOC105286058
XM_026974599.1	LOC113563235
XM_020033732.2	LOC105285730
XM_026974499.1	LOC113563191
XM_026974525.1	LOC105280842
XM_020032134.2	LOC109611063
XM_026974498.1	LOC105280616
XM_011341276.3	LOC105280615
XM_026974640.1	LOC105280614
XM_026974558.1	LOC105287373
XM_026974559.1	LOC105280618
XM_026974594.1	LOC105286907
XM_011352188.3	LOC105286908
XM_011351571.3	LOC105286547
XM_011351573.1	LOC105286549
XM_026974472.1	LOC105286543
XM_026974526.1	LOC105281968
XM_026974477.1	LOC113563169
XM_011343573.3	LOC105281970
XM_026974643.1	LOC113563252
XM_026974659.1	LOC105281969
XM_011352192.3	LOC105286912
XM_026974573.1	LOC105287220
XM_026974561.1	LOC105287260
XM_011341753.2	LOC105280890
XM_011341754.3	LOC105280891
XM_026974580.1	LOC105287314
XM_026974598.1	LOC113563234
XM_026974671.1	LOC113563264
XM_026974527.1	LOC113563202
XM_026974624.1	LOC113563245
XM_011335528.2	LOC105277282
